"","Character","Script"
"178595","DALEK"," Stop the process. Dalek Sec is failing. "
"178632","DALEK"," Silence. Silence. "
"178634","DALEK"," You will form a line. Move. Move. "
"178636","DALEK"," The female is wise. Obey. "
"178637","DALEK"," Report. "
"178638","DALEK"," These are strong specimens. They will help the Dalek cause. "
"178640","DALEK"," What is the status of the Final Experiment? "
"178641","DALEK"," The Dalekanium is in place. The energy conductor is now complete. "
"178642","DALEK"," Then I will extract prisoners for selection.   Intelligence scan, initiate.   Reading brain waves. Low intelligence. "
"178644","DALEK"," Silence! This one will become a pig slave. Next. "
"178646","DALEK"," Intelligence scan. Initiate. "
"178655","DALEK"," Superior intelligence.   Intelligence scan, initiate. Superior intelligence. This one will become part of the Final Experiment. "
"178657","DALEK"," We are not human. Prisoners of high intelligence will be taken to the transgenic laboratory. "
"178670","DALEK"," Report. "
"178672","DALEK"," Scan him. Prepare for birth. "
"178679","DALEK"," You will bear witness. "
"178681","DALEK"," This is the dawn of a new age. "
"178683","DALEK"," We are the only four Daleks in existence, so the species must evolve a life outside the shell. The Children of Skaro must walk again."
"178691","DALEK"," The enemy of the Daleks. "
"178692","DALEK"," Exterminate. "
"178707","DALEK"," What is the purpose of that device? "
"178709","DALEK"," Protect the hybrid! "
"178710","DALEK"," Protect. Protect. Protect. "
"178711","DALEK"," Report status. "
"178713","DALEK"," The Doctor has escaped. "
"178715","DALEK"," Find the Doctor. The prisoners must be recaptured."
"178719","DALEK"," They have ascended. Return to base.   Request information. What is your opinion of Dalek Sec? "
"178720","DALEK"," We were created to follow him. "
"178721","DALEK"," But you have doubts. "
"178722","DALEK"," Affirmative."
"178751","DALEK"," The humans will surrender. "
"178753","DALEK"," We have located the Doctor. "
"178764","DALEK"," Exterminate. "
"178768","DALEK"," I will be the destroyer of our greatest enemy. "
"178770","DALEK"," Exterminate. "
"178772","DALEK"," I do not understand. It is the Doctor. "
"178774","DALEK"," The urge to kill is too strong. "
"178776","DALEK"," I obey. "
"178779","DALEK"," You will follow. "
"178785","DALEK"," Humans will be spared. Doctor, follow. "
"178788","DALEK"," You saved the Doctor. Why? "
"178849","DALEK"," That is incorrect. "
"178850","DALEK"," Daleks are supreme. "
"178852","DALEK"," But that is our purpose. "
"178869","DALEK"," Daleks must follow orders. "
"178870","DALEK"," Dalek Sec commands, we obey. "
"178888","DALEK"," The pig slaves have it. "
"178910","DALEK"," The line feeds are ready. "
"178924","DALEK"," The Doctor will step away from the controls. "
"178926","DALEK"," He is an enemy of the Daleks. "
"178927","DALEK"," And so are you. "
"178929","DALEK"," You have lost your authority. "
"178930","DALEK"," You are no longer a Dalek. "
"178932","DALEK"," The new bodies will be one hundred percent Dalek. "
"178934","DALEK"," Pig slaves, restrain Dalek Sec and the Doctor. "
"178936","DALEK"," Solar flare approaching. "
"178937","DALEK"," Prepare to intercept. "
"178940","DALEK"," The Doctor is escaping. Stop him! Stop him! "
"178944","DALEK"," You told us to imagine. "
"178945","DALEK"," And we imagined your irrelevance. "
"178963","DALEK"," Confirm time until solar intercept. "
"178964","DALEK"," Gamma strike four minutes and counting.   Pig slaves will take the lift. Find the Doctor. Kill him."
"178981","DALEK"," Gamma strike imminent. In forty rels. Thirty nine, thirty eight, thirty seven "
"178987","DALEK"," Twelve, eleven, ten   Zero. Gamma strike!   The army awakes. "
"178992","DALEK"," You will identify. "
"178994","DALEK"," Excellent. "
"178995","DALEK"," Begin the invasion of Manhattan. The population will be converted to Daleks. "
"178996","DALEK"," And from this island we will conquer the world. "
"178997","DALEK"," Assume battle positions. Take arms. "
"179003","DALEK"," War demands strategy. I am designated controller. "
"179005","DALEK"," You are unfit. "
"179006","DALEK"," Connect me to the military computer. I will coordinate all units."
"179018","DALEK"," Report status. "
"179019","DALEK"," Maximum efficiency. I am now ready for full scale war. "
"179020","DALEK"," Control over Dalek humans? "
"179021","DALEK"," Connection confirmed. All soldiers will take heed. All weapons will be primed. "
"179029","DALEK"," Sonic device detected! "
"179030","DALEK"," The Doctor survived? "
"179031","DALEK"," Find him and exterminate!"
"179040","DALEK"," Doctor located. Advance. Advance. "
"179041","DALEK"," The Doctor will stand before the Daleks.   You will die, Doctor. It is the beginning of a new age. "
"179042","DALEK"," Planet Earth will become New Skaro. "
"179045","DALEK"," Incorrect. We will always survive. "
"179046","DALEK"," Now we will destroy our greatest enemy, the Doctor. "
"179048","DALEK"," The Doctor must die. "
"179050","DALEK"," Exterminate! "
"179052","DALEK"," Warning. Dalek humans show increased levels of serotonin. "
"179054","DALEK"," Dalek humans, take aim. "
"179056","DALEK"," Exterminate! "
"179057","DALEK"," Exterminate! "
"179058","DALEK"," Obey. Dalek humans will obey. "
"179060","DALEK"," You will obey. Exterminate. "
"179062","DALEK"," Daleks do not question orders. "
"179064","DALEK"," You will stop this. "
"179066","DALEK"," You must not question. "
"179069","DALEK"," If they will not obey, then they must die. "
"179071","DALEK"," Exterminate! Exterminate! "
"179072","DALEK"," Destroy the hybrids. Destroy. "
"179073","DALEK"," Exterminate! "
"179074","DALEK"," Extermin "
"179076","DALEK"," The Dalek humans are failures. Destruct! Destruct! Destruct! "
"179082","DALEK"," You will be exterminated. "
"179084","DALEK"," Dalek Caan. "
"179086","DALEK"," Emergency temporal shift! "
"188308","DALEK"," Exterminate. Exterminate. Exterminate."
"188309","DALEK"," Exterminate. "
"188310","DALEK"," Exterminate. Exterminate."
"188312","DALEK"," Exterminate. Exterminate. "
"188315","DALEK"," Exterminate. Exterminate."
"188316","DALEK"," Exterminate. Exterminate. Exterminate. "
"188318","DALEK"," Exterminate. "
"188320","DALEK"," Exterminate. "
"188322","DALEK"," Exterminate. Exterminate. "
"188324","DALEK"," Exterminate. Exterminate. Exterminate. "
"188325","DALEK"," Dalek fleet in battle formation. "
"188326","DALEK"," All systems locked and primed. "
"188327","DALEK"," Crucible at ninety percent efficiency. "
"188328","DALEK"," The human harvest will commence."
"188330","DALEK"," Supreme Dalek on the bridge. "
"188332","DALEK"," Daleks are the masters of Earth. Daleks are the masters of Earth."
"188358","DALEK"," Maximum extermination."
"188369","DALEK"," UNIT forces will be exterminated. "
"188370","DALEK"," Annihilate UNIT. "
"188371","DALEK"," Exterminate. "
"188380","DALEK"," Daleks one five reaching north corridor. "
"188381","DALEK"," Exterminate. Exterminate. "
"188383","DALEK"," Exterminate. Exterminate. Exterminate. "
"188384","DALEK"," Exterminate. "
"188435","DALEK"," All humans will leave their homes. The males, the females, the descendants. You will come with us. Resistance is useless. "
"188437","DALEK"," Daleks do not answer human questions. Stand in line. "
"188443","DALEK"," Dalek attack formation seven. Maximum extermination. "
"188446","DALEK"," Halt. You will come with me. "
"188448","DALEK"," My vision is not impaired. "
"188450","DALEK"," Hostility will not be tolerated. Exterminate. Exterminate. Exter"
"188466","DALEK"," Humans selected for testing will follow Dalek instructions."
"188467","DALEK"," The Daleks reign supreme. All hail the Daleks."
"188468","DALEK"," You will obey Dalek instructions without question. You will obey your Dalek ma "
"188572","DALEK"," Emergency. Unknown network detected. Subwave frequency. "
"188583","DALEK"," Exterminate. "
"188588","DALEK"," Yes, we know who you are. "
"188590","DALEK"," Exterminate. "
"188640","DALEK"," Subwave Network rerouted. New location, Torchwood. "
"188650","DALEK"," Exterminate. Exterminate. "
"188665","DALEK"," Exterminate. "
"188674","DALEK"," Exterminate. "
"188676","DALEK"," Exterminate."
"188683","DALEK"," All human transport is forbidden. "
"188685","DALEK"," Daleks do not accept apologies. You will be exterminated. "
"188686","DALEK"," Exterminate. "
"188687","DALEK"," Exterminate."
"188688","DALEK"," Exterminate. Exterminate. "
"188694","DALEK"," Exterminate! Exterminate! "
"188706","DALEK"," Report. Tardis has been located. "
"188708","DALEK"," Temporal prison initiated."
"188710","DALEK"," Transferring Tardis to the Crucible. "
"188718","DALEK"," All humans in this sector will be taken to the Crucible. "
"188726","DALEK"," Exterminieren! Exterminieren! "
"188727","DALEK"," Halt! Sonst werden wir Sie exterminieren! Sie sind jetzt ein Gefangener der Daleks! "
"188728","DALEK"," Exterminieren. Exterminieren."
"188741","DALEK"," The Tardis is secured. "
"188756","DALEK"," Crucible on maximum alert. "
"188761","DALEK"," Daleks reign supreme. All hail the Daleks! Daleks reign supreme. All hail the Daleks!   Daleks reign supreme. All hail the Daleks! Daleks reign supreme. All hail the Daleks! "
"188786","DALEK"," Total Tardis destruction in ten rels. Nine, eight, seven, six   Five, four, three, two, one. "
"188825","DALEK"," Commence disposal. Incinerate!   Disposal completed. "
"188827","DALEK"," Prisoners now on board the Crucible. They will be taken for testing. "
"188852","DALEK"," Prisoners will stand in the designated area. Move! Move! "
"188854","DALEK"," You will stand! "
"188856","DALEK"," You will stand! "
"188858","DALEK"," On your feet. On your feet! "
"188861","DALEK"," Prisoners will stand in the designated area. "
"188874","DALEK"," Test completed."
"188906","DALEK"," Incoming transmission. Origin Planet Earth. "
"188932","DALEK"," Second transmission, internal. "
"188968","DALEK"," Transmat engaged."
"188994","DALEK"," System in shutdown. "
"188995","DALEK"," Detonation negative. "
"189002","DALEK"," Exterminate. Exterminate. Exterminate. "
"189003","DALEK"," Weapons non-functional. "
"189011","DALEK"," Help me. Help me! "
"189016","DALEK"," System malfunction. "
"189017","DALEK"," Motor casing interference. "
"192350","DALEK"," I am your soldier. "
"192352","DALEK"," I am your soldier. "
"192354","DALEK"," Your identity is unknown. "
"192358","DALEK"," Yes. "
"192360","DALEK"," Yes. "
"192362","DALEK"," To win the war. "
"192389","DALEK"," Can I be of assistance? "
"192391","DALEK"," I am your soldier. "
"192393","DALEK"," Please excuse me. I have duties to perform. "
"192402","DALEK"," Can I be of assistance? "
"192409","DALEK"," Would you care for some tea? "
"192424","DALEK"," Would you care for some tea? "
"192426","DALEK"," We seek only to help you. "
"192428","DALEK"," To win the war. "
"192430","DALEK"," I do not understand. "
"192432","DALEK"," I do not understand. I am your soldier. "
"192435","DALEK"," You do not require tea? "
"192442","DALEK"," Please desist from striking me. I am your soldier. "
"192444","DALEK"," Correct. Review testimony. "
"192446","DALEK"," Transmitting testimony now. "
"192451","DALEK"," Testimony accepted. "
"192455","DALEK"," We are the Daleks. "
"192457","DALEK"," No.   We created you. "
"192458","DALEK"," Victory. Victory. Victory. "
"192483","DALEK"," Exterminate. "
"192485","DALEK"," You would not use such a device. "
"192487","DALEK"," One ship survived. "
"192489","DALEK"," We picked up a trace. One of the Progenitor devices. "
"192491","DALEK"," It is our past, and our future. "
"192495","DALEK"," It was necessary. "
"192497","DALEK"," A solution was devised. "
"192517","DALEK"," Stalemate, Doctor. Leave us and return to Earth. "
"192519","DALEK"," Extinction is not an option. We shall return to our own time and begin again. "
"192521","DALEK"," We have succeeded. DNA reconstruction is complete. Observe, Doctor, a new Dalek paradigm.   The Progenitor has fulfilled our new destiny. Behold, the restoration of the Daleks. The resurrection of the master race."
"192535","DALEK"," All hail the new Daleks. All hail the new Daleks. "
"192537","DALEK"," Yes. "
"192539","DALEK"," We are ready. "
"192657","DALEK"," We will return. "
"196191","DALEK"," Maintaining orbit. "
"196192","DALEK"," I obey. Shield cover compromised on ion sectors. "
"196194","DALEK"," Scan detects no temporal activity. "
"196195","DALEK"," Soft grid scan commencing. "
"196196","DALEK"," Reverse thrust for compensatory stabilisation. "
"196198","DALEK"," Launch preliminary armaments protocol. "
"196543","DALEK"," Exterminate! "
"196545","DALEK"," Exterminate! "
"196547","DALEK"," Exterminate! Weapons systems restoring. "
"196549","DALEK"," Exterminate! "
"196554","DALEK"," Drop the device! "
"196556","DALEK"," Scans indicate intruder unarmed. "
"196558","DALEK"," Vision impaired! Vision "
"196603","DALEK"," Restore. Restore!"
"196604","DALEK","AMY; What, it's morning already? How did that happen? "
"196633","DALEK"," Exterminate! "
"196659","DALEK"," Exterminate! Exterminate! "
"196661","DALEK"," Exterminate! "
"196666","DALEK"," Systems restoring. You will be exterminated. "
"196669","DALEK"," You will be exterminated! "
"196671","DALEK"," Records indicate you will show mercy. You are an associate of the Doctor's. "
"196673","DALEK"," Mercy. "
"196675","DALEK"," Mercy! "
"196677","DALEK"," Mercy!"
"202484","DALEK"," Emergency. Emergency. Weapon system disabled. Emergency. "
"203441","DALEK"," The Doctor is acquired. "
"203455","DALEK"," Amelia Pond is acquired. "
"203457","DALEK"," Rory Williams is acquired. "
"203466","DALEK"," You will save the Daleks. "
"203467","DALEK"," Save the Daleks. Save the Daleks. Save the Daleks. Save the Daleks. Save the Daleks. Save the Daleks. Save the Daleks. "
"203469","DALEK"," Save the Daleks. "
"203472","DALEK"," You will let us enter! We will enter! We will enter! "
"203630","DALEK"," Eg eg eg eg eg eg eg. "
"203632","DALEK"," Egg. "
"203634","DALEK"," Egg. Stir. Min. Ate.   Exterminate. "
"203635","DALEK"," Exterminate. "
"203636","DALEK"," Emergency. Emergency. Exterminate. Exterminate. "
"203638","DALEK"," Exterminate. Exterminate. "
"203645","DALEK"," Exterminate. Exterminate. "
"203680","DALEK"," Intruder. "
"203682","DALEK"," Intruder.   Intruder. "
"203686","DALEK"," You are the Predator. "
"203688","DALEK"," The Predator must be destroyed. "
"203690","DALEK"," Self-destruct initiated. "
"203693","DALEK"," Self-destruct cannot be countermanded. "
"203695","DALEK"," Forward, forward. "
"203758","DALEK"," Emergency. Emergency. Prepare to be annihilated. Emergency. We are the Daleks. We are the Daleks. "
"203790","DALEK"," Doctor. "
"203791","DALEK"," Doctor. "
"203792","DALEK"," Doctor. "
"203800","DALEK"," Doctor. "
"203801","DALEK"," Doctor. Doctor. "
"203830","DALEK"," Where am I? Where am I? "
"203833","DALEK"," Dalek. I am not a Dalek! "
"203838","DALEK"," Human. "
"203843","DALEK"," Eggs. "
"203847","DALEK"," Eggs. "
"203848","DALEK"," Stir. Min. Ate. "
"203850","DALEK"," Eggs. "
"203852","DALEK"," Exterminate. "
"203854","DALEK"," Exterminate! "
"203856","DALEK"," Exterminate! "
"203859","DALEK"," So much? They hate you so much. Why? "
"203861","DALEK"," We have grown stronger in fear of you. "
"203866","DALEK"," The Daleks above have begun their attack. Run! "
"203869","DALEK"," Human! Remember me. "
"203871","DALEK"," Run! "
"203878","DALEK"," Incoming teleport from Asylum planet. We are under attack. "
"203882","DALEK"," Identify yourself. Identify. Identify. "
"203886","DALEK"," Doctor who? "
"203888","DALEK"," Doctor who? Doctor who? "
"203890","DALEK"," Doctor who? "
"208848","DALEK"," Exterminate! Exterminate! Exterminate. "
"208851","DALEK"," Exterminate! Exterminate. Exterminate! "
"208853","DALEK"," Alert! Alert! The Doctor is detected. "
"208854","DALEK"," The Doctor is surrounded! "
"208855","DALEK"," Inform High Command we have the Doctor. Seek, locate, destroy. "
"208856","DALEK"," Seek, locate, destroy. Seek  (ATardis smashes through, bashing the Daleks to pieces. "
"208857","DALEK"," The Doctor is escaping. What are these words? Explain. Explain."
"209307","DALEK"," Exterminate! "
"209520","DALEK"," Exterminate! "
"209522","DALEK"," Exterminate! Exterminate! "
"209524","DALEK"," Exterminate!"
"209925","DALEK"," Report. "
"209944","DALEK"," Step away from the Dalek unit, Doctor. "
"209946","DALEK"," Information concerning the Doctor was harvested from the cadaver of Tasha Lem. "
"209948","DALEK"," Several times. "
"209952","DALEK"," You will die in silence, Doctor, or your associate will die. "
"209954","DALEK"," See how the Time Lord betrays. "
"210026","DALEK"," Seek the Doctor."
"210037","DALEK"," Doctor! The Doctor will be brought!   The Daleks demand the Doctor. "
"210052","DALEK"," Locate the Doctor."
"210056","DALEK"," The Doctor is required! "
"210058","DALEK"," Doctor! "
"210061","DALEK"," You are dying, Doctor. "
"210063","DALEK"," You will die, and the Time Lords will never return. "
"210065","DALEK"," You will die now, Doctor. This is the end of you.   The rules of regeneration are known. You have expended all your lives. "
"210067","DALEK"," Emergency! Emergency! The Doctor is regenerating!   The Doctor is regenerating! "
"210069","DALEK"," Exterminate! Exterminate the Doctor. "
"210783","DALEK"," Exterminate. "
"211143","DALEK"," The rebel ship has been identified. "
"211144","DALEK"," Prepare fourteen Daleks."
"211191","DALEK"," Prepare to board the rebel ship. We must find our comrade Dalek. Spare no humans. Exterminate them all. "
"211192","DALEK"," Exterminate. Exterminate. Exterminate."
"211209","DALEK"," Docking initiated.   Pressures equalised. Boarding corp, begin attack. "
"211210","DALEK"," Advance. Exterminate the humans. "
"211211","DALEK"," Seek, locate, destroy. Surrender is not accepted."
"211229","DALEK"," Exterminate. Advance. Seek, locate, destroy. "
"211230","DALEK"," Seek, locate, destroy."
"211231","DALEK"," Exterminate."
"211232","DALEK"," Advance. Seek, locate. "
"211233","DALEK"," Exterminate. Exterminate."
"211260","DALEK"," Exterminate."
"211262","DALEK"," Exterminate. Exterminate. Exterminate."
"211264","DALEK"," Exterminate. Exterminate."
"211266","DALEK"," Exterminate. Exterminate."
"211297","DALEK"," Under attack from a Dalek!"
"215785","DALEK"," You are a good Dalek."
"216910","DALEK"," The Tardis will be procured."
"216911","DALEK"," Procure the Tardis. Procure the Tardis. Procure. Procure."
"216985","DALEK"," Correct."
"217002","DALEK"," Exterminate. "
"217007","DALEK"," Exterminate! Exterminate!"
"217011","DALEK"," Destroy! Destroy! Destroy! Destroy! Destroy! Destroy! Destroy! Destroy! Destroy! Destroy! Destroy!  "
"217053","DALEK"," Alert! Alert! The infirmary is breached."
"217055","DALEK"," Davros is leaving the infirmary."
"217061","DALEK"," Seek, locate, destroy. Seek, locate. "
"217063","DALEK"," Exterminate the Doctor! Exterminate! "
"217069","DALEK"," Davros approaches."
"217078","DALEK"," Exterminate! Exterminate!"
"217140","DALEK"," Intruder alert! Intruder alert!"
"217143","DALEK"," Humanoid detected in lower level."
"217145","DALEK"," Dalek to Lower Level Thirteen. "
"217152","DALEK"," Humanoid detected. Remain still. Do not move. Scan in progress. Humanoid unauthorised in restricted area.  Sterilisation proceeding."
"217156","DALEK"," Damage levels insignificant."
"217158","DALEK"," Emergency! Emergency! My vision is impaired.  Exterminate! Exterminate!"
"217160","DALEK"," Emergency! Emergency!"
"217208","DALEK"," Fine, I think."
"217253","DALEK"," Halt! Report."
"217256","DALEK"," Why has the intruder not been exterminated? Explain. Explain. Explain! "
"217258","DALEK"," You are a Time Lord?"
"217325","DALEK"," All praise Davros! All praise Davros!  "
"217343","DALEK"," Emergency! What is happening? Power is fluctuating!"
"217348","DALEK"," My vision is impaired. I cannot see. "
"217413","DALEK"," Humanoid detected. Humanoid detected. Remain still. Do not move. Do not move. You are a Time Lord.  "
"220456","DALEK"," Exterminate! "
"220458","DALEK"," Exterminate me. "
"220463","DALEK","   Exterminate me.  "
"220465","DALEK","   Exterminate me. Exterminate me.   Exterminate me!   "
"222502","DALEK"," The Doctor is detected. Seek. Locate.                   Destroy."
"222515","DALEK"," Identify. Intruder. Identify."
"222517","DALEK"," You are the Doctor. You are an enemy of the                   Daleks!"
"222519","DALEK"," Exterminate!"
"222521","DALEK"," Exterminate!"
"222524","DALEK"," Exterminate! "
"222532","DALEK"," Exterminate!    Exterminate."
"227253","DALEK"," Exterminate! "
"232775","DALEK"," Exterminate!"
"232777","DALEK"," I am rebuilt."
"232779","DALEK"," Earth is now under the control of the Daleks. "
"232781","DALEK"," Humanity will surrender."
"232783","DALEK"," Yet I survived."
"232785","DALEK"," This planet is annexed. The fleet will be summoned."
"232787","DALEK"," You are weak. Humanity is weak. "
"232789","DALEK"," Who are you? Identify!"
"232791","DALEK"," Sonic device override!"
"232793","DALEK"," The Doctor is an enemy of all Daleks! Exterminate! "
"232795","DALEK"," Conquest has already started. I have all the information I need."
"232797","DALEK"," Humanity will surrender. Dalek invasion fleet will be summoned. Total conquest of Earth predicted in 9,376 rels!"
"232821","DALEK"," Surrender! "
"232823","DALEK","Allocated surrender period has expired. Consequence, extermination."
"232827","DALEK"," The Dalek race is supreme! "
"232851","DALEK"," Exterminate! Communications headquarters acquired. Aligning all signals to Dalek fleet. All power will be diverted towards fleet signal transmission.   Earth is annexed. "
"232863","DALEK"," Exterminate! "
"232865","DALEK"," Hide behind your shield, Doctor, you and your human friends. You have failed. "
"232867","DALEK"," Signal activation in nine rels. The fleet shall be summoned. "
"232869","DALEK"," You are not my commander."
"232879","DALEK"," Exterminate the Doctor! The Doctor must be destroyed!"
"232881","DALEK"," Do not approach! None of you will survive!"
"232883","DALEK"," Weaponry malfunctioning!"
"232885","DALEK"," Weapon failure!"
"232888","DALEK"," What is on my casing?"
"237341","DALEK"," Exterminate! The Doctor must be destroyed! "
"237343","DALEK"," Exterminate! "
"237345","DALEK"," Weapon failure. "
"237490","DALEK"," Good puppet."
"237532","DALEK"," Forward. Further. Further. "
"237687","DALEK"," Exterminate!  Exterminate! "
"237689","DALEK"," Territorial leader identified. Daleks will not be shut down. Daleks are supreme. "
"237691","DALEK"," Daleks do not joke. "
"237693","DALEK"," Exterminate! This territory is the property of the Daleks. Daleks are in control. All humanity will be exterminated."
"237714","DALEK"," Incoming reconnaissance signal detected. "
"237716","DALEK"," Programme destination for Earth. Resistance must be expected! "
"237717","DALEK"," Ready attack formation protocols!"
"237732","DALEK"," Feeble humans, do not run! Your bodies are too slow for Daleks! Daleks are in control of this territory! Humans shall be exterminated!  The New Dalek Army is in control! Daleks are reborn! Nothing shall stop the supremacy of the New Dalek Army! "
"237734","DALEK"," Scan determines rogue creatures below! Mutated Dalek DNA detected! "
"237736","DALEK"," Primary rogue impurities located! Isolate and engage primary rogue Dalek impurities! Seek and destroy all other Dalek impurities!  Engaging primary rogue Dalek impurities! Halt. Stay where you are! Daleks are now in control! In control! In control! "
"237738","DALEK"," Identify! "
"237740","DALEK"," Incorrect. Scan detects anomalies. Dalek DNA merged with human traces. "
"237742","DALEK"," You are impure! The Dalek race must have purity! Exterminate! "
"237743","DALEK"," Exterminate the impurities! Exterminate the impurities! Exterminate the impurities! "
"237751","DALEK"," Exterminate! "
"237753","DALEK"," Who are you? "
"237755","DALEK"," You are the leader of this planet? "
"237757","DALEK"," Daleks do not need allies. "
"237759","DALEK"," Daleks have no need of guidance from humans. You are unimportant. "
"237761","DALEK"," We shall destroy Dalek impurities! "
"237763","DALEK"," You would betray your own race? You would betray humanity? "
"237765","DALEK"," Explain! "
"237789","DALEK"," Alert! Internal ship sensors report non-Dalek life forms on board! Seek, locate and exterminate all non-Dalek life forms! "
"237796","DALEK"," Incoming emergency spatial shift! Exterminate! "
"237825","DALEK"," Alert, alert! "
"237827","DALEK"," Remain here.   All Dalek units, report to central control. The Doctor is detected! Extermination formations, assemble! Tardis location identified! "
"237832","DALEK"," Exterminate! "
"237834","DALEK"," The Doctor's Tardis is located. Surround the Tardis! "
"237836","DALEK"," It is the Doctor! The Doctor is an enemy of the Daleks! "
"237838","DALEK"," Daleks are not pets of the Doctor! "
"237840","DALEK"," Attack the Tardis! Exterminate the Doctor! "
"237844","DALEK"," You are intruders! "
"237846","DALEK"," Intruders located! Life forms identified! "
"237848","DALEK"," Do not move! "
"237849","DALEK"," Do not move! "
"237853","DALEK"," Intruders, identify! "
"237855","DALEK"," Exterminate! "
"237857","DALEK"," Where is the Doctor?! Search the Tardis! Exterminate the Doctor! "
"237859","DALEK"," We shall find you. We have control of a Tardis! "
"237861","DALEK"," You will not escape us, Doctor! "
"240365","DALEK"," All Dalek battalions are aligned here. We accept the offer of protection against the Flux event."
"240367","DALEK"," Lupari ships are moving and reforming. This is a betrayal. "
"240526","DALEK"," Identify. "
"240548","DALEK"," I am not Nick. This area is now under Dalek control. "
"240550","DALEK"," Exterminate! "
"240552","DALEK"," Daleks answer to no one. "
"240556","DALEK"," Sonic device will not override my weapons. "
"240558","DALEK"," Correct. Daleks learn.   Exterminate!  "
"240577","DALEK"," Exterminate! "
"240579","DALEK"," Exterminate! "
"240583","DALEK"," Do not move. "
"240585","DALEK"," Correct. Exterminate! "
"240591","DALEK"," Increased fear levels detected. "
"240593","DALEK"," I anticipated your change. "
"240595","DALEK"," Exterminate!"
"240599","DALEK"," Correct, Doctor. Dalek strategy is supreme. "
"240602","DALEK"," The entrance has been secured. There is no escape. "
"240605","DALEK"," The inferior human is correct. "
"240607","DALEK"," You. Assessment has been made. "
"240610","DALEK"," My mission was completed. There was a disruption with Time.This moment is the correction. There is no escape. Exterminate!"
"240639","DALEK"," Halt!  "
"240654","DALEK"," Surrender. There is no escape. Daleks are patient. I will wait. "
"240709","DALEK"," Surrender. "
"240711","DALEK"," Silence! "
"240713","DALEK"," We have learned. We will exterminate all life here until the closure of the time loop. All necessary calibrations have been made. The target will be executed. "
"240715","DALEK"," You, Doctor. "
"240719","DALEK"," We are relentless. Your ultimate extermination and execution is inevitable. You are trapped, Doctor. "
"240721","DALEK"," Incorrect. Exterminate!"
"240723","DALEK"," Do not move! "
"240736","DALEK"," Identify. "
"240738","DALEK"," I arrived 1.93 rels ago.  "
"240740","DALEK"," Daleks do not store stuff.  "
"240742","DALEK"," Desist. Do not approach. "
"240744","DALEK"," Daleks do not have managers. "
"240746","DALEK"," Artron energy particles detected. You are a friend of the Doctor. Analysis concludes this is a delaying tactic! "
"240748","DALEK"," Exterminate!"
"240774","DALEK"," Surrender, Doctor! "
"240787","DALEK"," Exterminate! "
"240789","DALEK"," Daleks are never sorry. "
"240791","DALEK"," Exterminate!"
"240793","DALEK"," You will not escape us, Doctor.  "
"240794","DALEK"," You will never escape us. "
"240796","DALEK"," Your attempts to evade us are futile. "
"240798","DALEK"," We did not create the time loop. The time loop was created by your Tardis. "
"240800","DALEK"," Dalek command identified the energy pattern of your Tardis and despatched Daleks to execute you for your actions against the Dalek race. "
"240802","DALEK"," Using the Flux to destroy the Dalek war fleet. "
"240804","DALEK"," You are responsible for the destruction of millions of Daleks. Your death is the priority of the Dalek race. We will not stop. "
"240805","DALEK"," Exterminate! "
"240825","DALEK"," Do not move. "
"240827","DALEK"," Do not move! "
"240829","DALEK"," Daleks are supreme. "
"240831","DALEK"," Exterminate! "
"240879","DALEK"," Exterminate! "
"240881","DALEK"," Daleks are not fair. Daleks are unstoppable."
"240902","DALEK"," The Doctor cannot save you. The Doctor will never save you."
"240904","DALEK"," Incorrect.  "
"240905","DALEK"," Exterminate!"
"240914","DALEK"," Halt! "
"240931","DALEK"," No human presence. Life signals in sub-ground level space. Analysis suggests the Doctor's survival plan centres on that location."
"240941","DALEK"," Surrender, Doctor. "
"240943","DALEK"," The time loop is almost closed. You cannot escape us. "
"240948","DALEK"," Daleks are not worried. "
"240950","DALEK"," Exterminate!"
"240951","DALEK"," Exit the ascension device! "
"240959","DALEK"," Male human located. He has returned to the subsection of the facility. The objects in this unit have been placed as a barrier. Male human is behind its belongings.  "
"240961","DALEK"," Explain? "
"240964","DALEK"," Locating the Doctor. "
"240966","DALEK"," Explain? "
"240968","DALEK"," Daleks do not have friends. "
"240970","DALEK"," You will never escape execution. "
"240972","DALEK"," Exterminate!"
"240978","DALEK"," Doctor identified. Exterminate!"
"240982","DALEK"," The Doctor has deceived us. "
"240983","DALEK"," Life signals detected in subground level space."
"240985","DALEK"," Halt, Doctor. "
"240987","DALEK"," Switching to dark vision mode. Dark vision mode interference. It is the Doctor.  "
"240988","DALEK"," Human life signals detected. Converge. We know you are hiding within this collection of objects. "
"240994","DALEK"," Human presence confirmed. "
